0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.62,0.62,0.62,0.62,0.62,0.62,0.62,1
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.63,0.63,0.63,0.63,0.63,0.63,0.63,1
0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.49,0.49,0.49,0.49,0.49,0.49,0.49,1
0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.61,0.61,0.61,0.61,0.61,0.61,0.61,1
0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.60,0.60,0.60,0.60,0.60,0.60,0.60,1
0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.65,0.65,0.65,0.65,0.65,0.65,0.65,1
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.67,0.67,0.67,0.67,0.67,0.67,0.67,2
0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.59,0.59,0.59,0.59,0.59,0.59,0.59,2
0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.64,0.64,0.64,0.64,0.64,0.64,0.64,2
0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.38,0.38,0.38,0.38,0.38,0.38,0.38,2
