0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.70,0.70,0.70,0.70,0.70,0.70,0.70,1
0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.67,0.67,0.67,0.67,0.67,0.67,0.67,1
0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.65,0.65,0.65,0.65,0.65,0.65,0.65,1
0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.59,0.59,0.59,0.59,0.59,0.59,0.59,1
0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.73,0.73,0.73,0.73,0.73,0.73,0.73,1
0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1
0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.65,0.65,0.65,0.65,0.65,0.65,0.65,2
0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.69,0.69,0.69,0.69,0.69,0.69,0.69,2
0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.68,0.68,0.68,0.68,0.68,0.68,0.68,2
0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.57,0.57,0.57,0.57,0.57,0.57,0.57,2
