0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.46,0.46,0.46,0.46,0.46,0.46,0.46,1
0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.78,0.78,0.78,0.78,0.78,0.78,0.78,1
0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.46,0.46,0.46,0.46,0.46,0.46,0.46,1
0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.67,0.67,0.67,0.67,0.67,0.67,0.67,1
0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.71,0.71,0.71,0.71,0.71,0.71,0.71,1
0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.66,0.66,0.66,0.66,0.66,0.66,0.66,1
0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,2
0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.59,0.59,0.59,0.59,0.59,0.59,0.59,2
0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.61,0.61,0.61,0.61,0.61,0.61,0.61,2
0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.54,0.54,0.54,0.54,0.54,0.54,0.54,2
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.64,0.64,0.64,0.64,0.64,0.64,0.64,2
0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.59,0.59,0.59,0.59,0.59,0.59,0.59,2
0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.59,0.59,0.59,0.59,0.59,0.59,0.59,3
0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.50,0.50,0.50,0.50,0.50,0.50,0.50,3
0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.63,0.63,0.63,0.63,0.63,0.63,0.63,3
0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.63,0.63,0.63,0.63,0.63,0.63,0.63,3
0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.61,0.61,0.61,0.61,0.61,0.61,0.61,3
0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.77,0.77,0.77,0.77,0.77,0.77,0.77,3
0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.59,0.59,0.59,0.59,0.59,0.59,0.59,4
0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.48,0.48,0.48,0.48,0.48,0.48,0.48,4
0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.44,0.44,0.44,0.44,0.44,0.44,0.44,4
