0,0.00,0.00,0.00,0.00,0.00,0.00,2,84.00,3.00,3.00,14.00,0.99,0.62,7,120.00,23.96,0.71,10.95,0.83,0.50,11,115.73,20.17,3.55,9.41,0.84,0.46,5,106.80,17.46,3.00,7.27,0.90,0.45,6,128.67,17.40,-0.50,8.83,0.94,0.49,10,116.80,22.41,-1.80,5.84,0.93,0.42,2,38.57,9.55,0.05,3.80,0.33,0.17,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1
0,0.00,0.00,0.00,0.00,0.00,0.00,5,110.36,20.22,2.53,11.80,0.91,0.61,7,113.22,26.06,-0.46,11.09,0.82,0.52,12,118.03,23.76,3.42,7.69,0.83,0.47,5,101.77,18.98,1.07,8.69,0.90,0.45,7,120.06,21.77,2.00,6.65,0.94,0.48,9,118.30,22.78,-2.74,8.38,0.94,0.40,3,37.61,10.66,-0.58,3.39,0.33,0.18,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1
0,0.00,0.00,0.00,0.00,0.00,0.00,2,84.58,2.30,-2.14,14.09,1.00,0.62,11,116.04,22.57,-0.89,11.97,0.87,0.47,11,115.72,25.87,2.55,8.69,0.85,0.48,7,114.16,15.55,-1.65,5.05,0.89,0.45,7,125.15,19.32,-2.13,9.47,0.94,0.48,1,12.24,2.45,-0.52,0.84,0.10,0.04,9,104.64,25.69,0.88,8.91,0.93,0.48,2,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1
0,0.00,0.00,0.00,0.00,0.00,0.00,2,102.02,23.30,10.74,14.85,1.00,0.57,8,111.57,28.11,1.37,10.16,0.85,0.48,2,10.10,2.03,0.58,0.90,0.07,0.04,1,41.25,5.63,1.67,3.54,0.35,0.17,7,130.11,18.65,-0.33,8.33,0.94,0.47,11,123.96,25.45,-5.02,7.06,0.93,0.41,10,109.25,27.38,-0.20,12.99,0.92,0.49,2,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1
0,0.00,0.00,0.00,0.00,0.00,0.00,2,76.90,4.12,0.07,12.77,0.97,0.60,2,41.56,11.81,1.05,3.81,0.29,0.18,11,115.61,23.30,0.36,11.24,0.84,0.46,5,105.41,14.82,-1.84,6.45,0.91,0.45,7,126.82,16.96,-1.75,8.77,0.95,0.48,9,111.94,24.13,-0.14,9.13,0.94,0.42,8,109.73,29.74,2.14,9.77,0.93,0.48,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1
0,0.00,0.00,0.00,0.00,0.00,0.00,2,1.67,0.16,0.04,0.22,0.02,0.01,1,19.90,4.51,-0.29,1.75,0.13,0.09,14,111.41,21.53,-0.18,11.78,0.85,0.46,5,113.33,24.65,-2.69,4.35,0.90,0.45,8,128.45,21.75,1.50,9.91,0.94,0.47,8,116.12,28.33,-0.53,6.84,0.94,0.42,9,105.17,24.38,1.60,10.04,0.92,0.48,2,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1
0,0.00,0.00,0.00,0.00,0.00,0.00,3,83.33,2.87,12.67,6.18,0.80,0.56,3,109.33,10.14,6.00,1.41,0.81,0.48,5,105.80,21.12,1.20,13.12,0.89,0.42,6,105.17,18.69,7.00,10.88,0.92,0.48,2,90.50,10.50,-7.00,7.00,0.93,0.54,5,105.20,18.66,-5.20,13.44,0.94,0.41,6,121.67,20.62,-8.00,5.45,0.97,0.51,2,94.00,11.00,7.00,12.00,0.92,0.67,0,0.00,0.00,0.00,0.00,0.00,0.00,2
0,0.00,0.00,0.00,0.00,0.00,0.00,3,80.31,1.53,9.57,8.38,0.78,0.55,3,111.43,14.36,6.13,4.79,0.81,0.48,5,103.89,23.72,3.86,14.45,0.89,0.43,6,110.60,17.63,6.83,11.46,0.92,0.48,2,88.46,19.41,-10.35,0.34,0.92,0.55,5,103.59,20.35,-8.46,10.64,0.94,0.41,7,119.44,17.76,-5.83,4.39,0.97,0.52,1,86.35,0.00,28.35,0.00,0.95,0.78,0,0.00,0.00,0.00,0.00,0.00,0.00,2
0,0.00,0.00,0.00,0.00,0.00,0.00,2,91.27,2.97,16.15,3.06,0.78,0.58,1,117.10,0.00,7.85,0.00,0.98,0.54,3,93.90,9.78,10.29,10.80,0.93,0.36,5,102.97,25.03,11.51,5.82,0.92,0.46,2,95.61,10.24,-8.41,13.79,0.92,0.54,4,115.69,22.01,-0.67,12.37,0.93,0.34,6,107.85,24.69,-12.02,9.31,0.95,0.55,1,112.64,0.00,-6.12,0.00,0.90,0.58,0,0.00,0.00,0.00,0.00,0.00,0.00,2
0,0.00,0.00,0.00,0.00,0.00,0.00,3,81.32,8.07,12.33,10.75,0.79,0.56,3,107.50,18.80,8.42,0.93,0.81,0.49,5,105.24,17.63,-2.40,14.80,0.89,0.42,6,101.74,19.35,9.50,11.67,0.92,0.47,2,94.12,15.10,-2.56,1.11,0.93,0.54,5,102.09,18.24,-0.51,16.25,0.92,0.38,6,117.56,26.30,-5.93,8.14,0.95,0.55,3,92.29,7.04,1.64,19.23,0.91,0.59,0,0.00,0.00,0.00,0.00,0.00,0.00,2
0,0.00,0.00,0.00,0.00,0.00,0.00,3,89.45,7.62,14.64,6.18,0.81,0.55,3,116.62,15.15,8.00,2.19,0.81,0.47,5,110.68,20.47,0.02,11.80,0.88,0.41,5,111.97,14.71,8.60,10.76,0.90,0.48,2,87.04,0.06,-2.00,10.60,0.93,0.55,4,113.99,23.81,-5.14,12.82,0.93,0.36,6,112.19,22.99,-11.71,7.66,0.94,0.54,3,107.76,5.20,2.17,16.61,0.91,0.59,0,0.00,0.00,0.00,0.00,0.00,0.00,2
0,0.00,0.00,0.00,0.00,0.00,0.00,3,91.47,6.34,23.10,6.88,0.79,0.58,3,106.19,11.96,3.68,6.07,0.82,0.49,5,103.70,21.86,5.33,12.55,0.89,0.43,2,0.77,0.21,0.10,0.06,0.01,0.00,2,80.22,18.02,-5.07,9.68,0.92,0.55,5,111.86,21.97,-5.07,12.43,0.94,0.40,5,128.52,20.21,-6.44,5.89,0.96,0.53,1,87.56,0.00,13.88,0.00,0.95,0.74,0,0.00,0.00,0.00,0.00,0.00,0.00,2
0,0.00,0.00,0.00,0.00,0.00,0.00,2,117.50,27.50,-1.50,18.50,0.91,0.53,3,106.00,19.95,5.00,12.57,0.91,0.45,5,125.20,15.59,-1.40,7.00,0.97,0.52,3,100.33,25.30,1.67,13.52,0.83,0.41,3,111.33,20.68,7.33,6.13,0.98,0.38,2,108.00,15.00,5.00,14.00,0.94,0.39,5,95.00,11.47,-3.80,17.06,0.94,0.62,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,3
0,0.00,0.00,0.00,0.00,0.00,0.00,2,115.37,34.71,2.92,20.23,0.92,0.55,3,107.46,15.41,3.40,14.32,0.90,0.46,6,127.63,14.88,3.52,8.31,0.97,0.50,3,98.69,23.65,-10.67,7.92,0.85,0.45,3,119.41,23.14,10.56,7.69,0.98,0.38,3,107.58,11.65,-1.66,16.85,0.96,0.45,5,94.79,15.66,-3.98,15.68,0.94,0.62,1,147.00,0.00,3.00,0.00,0.90,0.65,0,0.00,0.00,0.00,0.00,0.00,0.00,3
